10000;20;1000
20000;20;1000
30000;20;1000
40000;20;1000
50000;20;1000
60000;20;1000
70000;20;1000
80000;20;1000
90000;20;1000
100000;20;1000
110000;20;1000
120000;20;1000
130000;20;1000
140000;20;1000
150000;20;1000
160000;20;1000
170000;20;1000
180000;20;1000
190000;20;1000
200000;20;1000
210000;20;1000
220000;20;1000
230000;20;1000
240000;20;1000
250000;20;1000
260000;20;1000
270000;20;1000
280000;20;1000
290000;20;1000
300000;20;1000
310000;20;1000
320000;20;1000
330000;20;1000
340000;20;1000
350000;20;1000
360000;20;1000
370000;20;1000
380000;20;1000
390000;20;1000
400000;20;1000
410000;20;1000
420000;20;1000
430000;20;1000
440000;20;1000
450000;20;1000
460000;20;1000
470000;20;1000
480000;20;1000
490000;20;1000
500000;20;1000
510000;20;5000
520000;20;5000
530000;20;5000
540000;20;5000
550000;20;5000
560000;20;5000
570000;20;5000
580000;20;5000
590000;20;5000
600000;20;5000
610000;20;5000
620000;20;5000
630000;20;5000
640000;20;5000
650000;20;5000
660000;20;5000
670000;20;5000
680000;20;5000
690000;20;5000
700000;20;5000
710000;20;5000
720000;20;5000
730000;20;5000
740000;20;5000
750000;20;5000
760000;20;5000
770000;20;5000
780000;20;5000
790000;20;5000
800000;20;5000
810000;20;5000
820000;20;5000
830000;20;5000
840000;20;5000
850000;20;5000
860000;20;5000
870000;20;5000
880000;20;5000
890000;20;5000
900000;20;5000
910000;20;5000
920000;20;5000
930000;20;5000
940000;20;5000
950000;20;5000
960000;20;5000
970000;20;5000
980000;20;5000
990000;20;5000
10000;20;1000
20000;20;1000
30000;20;1000
40000;20;1000
50000;20;1000
60000;20;1000
70000;20;1000
80000;20;1000
90000;20;1000
100000;20;1000
110000;20;1000
120000;20;1000
130000;20;1000
140000;20;1000
150000;20;1000
160000;20;1000
170000;20;1000
180000;20;1000
190000;20;1000
200000;20;1000
210000;20;1000
220000;20;1000
230000;20;1000
240000;20;1000
250000;20;1000
260000;20;1000
270000;20;1000
280000;20;1000
290000;20;1000
300000;20;1000
310000;20;1000
320000;20;1000
330000;20;1000
340000;20;1000
350000;20;1000
360000;20;1000
370000;20;1000
380000;20;1000
390000;20;1000
400000;20;1000
410000;20;1000
420000;20;1000
430000;20;1000
440000;20;1000
450000;20;1000
460000;20;1000
470000;20;1000
480000;20;1000
490000;20;1000
500000;20;1000
510000;20;5000
520000;20;5000
530000;20;5000
540000;20;5000
550000;20;5000
560000;20;5000
570000;20;5000
580000;20;5000
590000;20;5000
600000;20;5000
610000;20;5000
620000;20;5000
630000;20;5000
640000;20;5000
650000;20;5000
660000;20;5000
670000;20;5000
680000;20;5000
690000;20;5000
700000;20;5000
710000;20;5000
720000;20;5000
730000;20;5000
740000;20;5000
750000;20;5000
760000;20;5000
770000;20;5000
780000;20;5000
790000;20;5000
800000;20;5000
810000;20;5000
820000;20;5000
830000;20;5000
840000;20;5000
850000;20;5000
860000;20;5000
870000;20;5000
880000;20;5000
890000;20;5000
900000;20;5000
910000;20;5000
920000;20;5000
930000;20;5000
940000;20;5000
950000;20;5000
960000;20;5000
970000;20;5000
980000;20;5000
990000;20;5000
10000;20;1000
20000;20;1000
30000;20;1000
40000;20;1000
50000;20;1000
60000;20;1000
70000;20;1000
80000;20;1000
90000;20;1000
100000;20;1000
110000;20;1000
120000;20;1000
130000;20;1000
140000;20;1000
150000;20;1000
160000;20;1000
170000;20;1000
180000;20;1000
190000;20;1000
200000;20;1000
210000;20;1000
220000;20;1000
230000;20;1000
240000;20;1000
250000;20;1000
260000;20;1000
270000;20;1000
280000;20;1000
290000;20;1000
300000;20;1000
310000;20;1000
320000;20;1000
330000;20;1000
340000;20;1000
350000;20;1000
360000;20;1000
370000;20;1000
380000;20;1000
390000;20;1000
400000;20;1000
410000;20;1000
420000;20;1000
430000;20;1000
440000;20;1000
450000;20;1000
460000;20;1000
470000;20;1000
480000;20;1000
490000;20;1000
500000;20;1000
510000;20;5000
520000;20;5000
530000;20;5000
540000;20;5000
550000;20;5000
560000;20;5000
570000;20;5000
580000;20;5000
590000;20;5000
600000;20;5000
610000;20;5000
620000;20;5000
630000;20;5000
640000;20;5000
650000;20;5000
660000;20;5000
670000;20;5000
680000;20;5000
690000;20;5000
700000;20;5000
710000;20;5000
720000;20;5000
730000;20;5000
740000;20;5000
750000;20;5000
760000;20;5000
770000;20;5000
780000;20;5000
790000;20;5000
800000;20;5000
810000;20;5000
820000;20;5000
830000;20;5000
840000;20;5000
850000;20;5000
860000;20;5000
870000;20;5000
880000;20;5000
890000;20;5000
900000;20;5000
910000;20;5000
920000;20;5000
930000;20;5000
940000;20;5000
950000;20;5000
960000;20;5000
970000;20;5000
980000;20;5000
990000;20;5000
